SYMBOL	FC.Mouse A	FC.Mouse D	FC.Mouse B	FC.Mouse C	FC.Rat	FDR.Mouse A	FDR.Mouse D	FDR.Mouse B	FDR.Mouse C	FDR.Rat	DE.Mouse A	DE.Mouse D	DE.Mouse B	DE.Mouse C	DE.Rat
5830406C21Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4632428C04Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700120E14Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310005G13Rik	NA	NA	NA	-2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Lypdc1	NA	NA	NA	-1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D630041K24Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9230110K08Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Pik4cb	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110043A19Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2010007H06Rik	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930545L23Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8430428J23Rik	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430416G10Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310061G22Rik	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9130001I21Rik	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700058M13Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C030047K22Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9130206N08Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AI463170	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8430406P12Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700027J07Rik	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700084F23Rik	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310040M23Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
B130050I23Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1500037O19Rik	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700055N04Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930428B01Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930544O15Rik	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110025F24Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Gdap9	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4632406N01Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210013O21Rik	NA	NA	NA	-1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830404H04Rik	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4632419I22Rik	NA	NA	NA	1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930405J24Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930434J08Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C330027I04Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Mcmdc1	NA	NA	NA	-1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4733401A01Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110050K21Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210019E14Rik	NA	NA	NA	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Gm1382	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Etohd2	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E030049G20Rik	NA	NA	NA	-1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410007P03Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810030E01Rik	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C130076O07Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5930436O19Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2700007P21Rik	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933425L03Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310036D22Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700110N18Rik	NA	NA	NA	-1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730478M09Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930520K10Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930505D03Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930417P05Rik	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700030J15Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810033B17Rik	NA	NA	NA	-1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1520402A15Rik	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4632415K11Rik	NA	NA	NA	-1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730547N13Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610020C07Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
BB163080	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5330420P17Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830403E09Rik	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210016H18Rik	NA	NA	NA	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930524L23Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900001G08Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AW060207	NA	NA	NA	-1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830407P18Rik	NA	NA	NA	-1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930432B04Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810451E09Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930026B05Rik	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Tcfl1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930402E16Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9430037O13Rik	NA	NA	NA	-1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700025J14Rik	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810060J02Rik	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4732493F09Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5033418A18Rik	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2210009G21Rik	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
R3hdm	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810019A08Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1500041I23Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AU021745	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930555I21Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330503C03Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833418N02Rik	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330545A04Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810019C22Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430411C19Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D14Ertd581e	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6530406P05Rik	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730528L13Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830427D03Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700081D17Rik	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833405L11Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700013N18Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Grim19	NA	NA	NA	-1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930451C15Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700030A21Rik	NA	NA	NA	-1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833447P13Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430420P03Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Abhd9	NA	NA	NA	-1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5133400D11Rik	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930432O21Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Dhrs10	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9430024F10Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4932441P12Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930424G05Rik	NA	NA	NA	-1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9030411M15Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833419K08Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930471M09Rik	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933433G08Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AW046200	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810439K08Rik	NA	NA	NA	-1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810063B07Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810040C05Rik	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C330006D17Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930452G13Rik	NA	NA	NA	-1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430427G11Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A330102H22Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930511O11Rik	NA	NA	NA	-1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730521K06Rik	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5033403F01Rik	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9530018H14Rik	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900009I07Rik	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AU015738	NA	NA	NA	-1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
B130055D15Rik	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4932417H02Rik	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Sdro	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310050B05Rik	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930485G23Rik	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330415B21Rik	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933426K07Rik	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310042E16Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810403D23Rik	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310046A06Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730409E15Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Ubxd2	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930511A02Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810057I13Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1300013D18Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3110003A22Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700024C24Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830412H02Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E130102C15Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930426I24Rik	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830436D01Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9430076G02Rik	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930449C09Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
3300002P13Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410017P07Rik	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310046G15Rik	NA	NA	NA	-1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AI839562	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4833422M21Rik	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933411B09Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700016F23Rik	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933431M02Rik	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930039J07Rik	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
0610007P06Rik	NA	NA	NA	-1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C030008P14Rik	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
7630403G23Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110012N22Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700011F03Rik	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5530401N12Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Cmya4	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933416O17Rik	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930455J16Rik	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933429O19Rik	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
BC063749	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810033M07Rik	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5330426L24Rik	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930466G16Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410150O07Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9130401L11Rik	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A530081L18Rik	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930525F21Rik	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610300M13Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Ttc18	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4932423M01Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900002J02Rik	NA	NA	NA	-1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5730433K22Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930528D03Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930028C08Rik	NA	NA	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2600014E21Rik	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930549C15Rik	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4921525B02Rik	NA	NA	NA	-1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9130231A04Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810011L19Rik	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933430N04Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930546H06Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4933440J02Rik	NA	NA	NA	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830493J20Rik	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9430064K01Rik	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4932704I17Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8430416G17Rik	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930021C24Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D230035M11Rik	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810027O10Rik	NA	NA	NA	-1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D130067I03Rik	NA	NA	NA	-1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2310002B06Rik	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Zf	NA	NA	NA	-1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
B430104H02Rik	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610002J02Rik	NA	NA	NA	-1.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AL022900	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
0610037M15Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Peci	NA	NA	NA	-1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4432412D15Rik	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810020E01Rik	NA	NA	NA	-1.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C130057E09Rik	NA	NA	NA	-1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Dlgh2	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810455O05Rik	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D230040A04Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Gdap5	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D8Ertd69e	NA	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6530401N04Rik	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
0610037H22Rik	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Kbtbd5	NA	NA	NA	-1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
D12Ertd553e	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AI115542	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5830445O15Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6330404A07Rik	NA	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
4930428J16Rik	NA	NA	NA	-1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900072M03Rik	NA	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Daf2	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700021K10Rik	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2410030K01Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1110006E14Rik	NA	NA	NA	1.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2810013E07Rik	NA	NA	NA	-1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430406M13Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
5430431D22Rik	NA	NA	NA	-1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1200015E14Rik	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
C030003D03Rik	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Zfp297b	NA	NA	NA	-1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
9030409E16Rik	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2500001H09Rik	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Daf1	NA	NA	NA	-1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Lass2	NA	NA	NA	-1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610507I01Rik	NA	NA	NA	-1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Amid	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700110M21Rik	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AI747699	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2610209C05Rik	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700025I17Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
8430406H22Rik	NA	NA	NA	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2900006F19Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A030009A09Rik	NA	NA	NA	-1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
E130112H22Rik	NA	NA	NA	1.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A930036K24Rik	NA	NA	NA	-1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1810019D21Rik	NA	NA	NA	-1.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
A430108B07Rik	NA	NA	NA	-1.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
1700123A16Rik	NA	NA	NA	-1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
AA986715	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
2010203O03Rik	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
6720407G21Rik	NA	NA	NA	-1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
Zcsl2	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
